Id,Wohngebiet,Nachbarschaft,Bedingung1,Bedingung2,Wohnungsklasse,Gebauedetyp,Wohnungsstil,Baujahr,Umbaujahr,Hausqualitaet,Hauszustand,Versorgung,Grundstuecksgroesse,Grundstuecksform,Gelaendekontur,Gelaendeneigung,Grundstueckanordnung,Strassenlaenge,Strassentyp,Fundament,Mauerwerktyp,Mauerwerkflaeche,Verkleidung1,Verkleidung2,Dachtyp,Dachmeterial,Aussenmaterialqualitaet,Aussenmaterialzustand,Kellerhoehe,Kellerzustand,Kellerbelichtung,Kellerbereich1,Kellerbereichgroesse1,Kellerbereich2,Kellerbereichgroesse2,KellerbereichgroesseNAu,KellerbereichgroesseGes,KellerVollbadezimmer,KellerHalbbadezimmer,OberirdischeWohnflaeche,1Stockflaeche,2Stockflaeche,GeringequalitaetFlaeche,OberirdischeRaueme,Funktionalitaet,OberirdischeVollbadezimmer,OberirdischeHalbbadezimmer,Schlafzimmer,Kuechen,KuechenQualitaet,Kamine,Kaminqualitaet,Heizung,Heizungsqualitaet,Klimalanlage,Elektrik,Holzdeckflaeche,OffeneVerandaflaeche,GeschlosseneVerandaflaeche,3JahreszeitenVerandaflaeche,AbgeschirmteVerandaflaeche,Poolflaeche,Poolqualitaet,Zaunqualitaet,Garagentyp,Garagenbaujahr,Garageninnenausbau,Garagenautos,Garagenflaeche,Garagenqualitaet,Garagenzustand,EinfahrtGepflastert,Sondermerkmal,SondermerkmalWert,Verkaufsmonat,Verkaufsjahr,Verkaufstyp,Verkaufsbedingung,Verkaufspreis
1122,WN,Sossenh,Norm,Norm,20,1Fam,1Sto,2016,2017,8,5,EGWA,959.04,UR1,Hng,San,Inn,20.1,Pfla,BetonGeg,Stein,24.66,Vinyl,Vinyl,Giebel,VerbSch,Gu,Du,Gu,Ty,Du,NAu,0.0,NAu,0.0,147.42,147.42,0.0,0.0,148.14,148.14,0.0,0.0,6,Typ,2,0,3,1,Gu,1,Gu,GasWO,Ag,J,SLSRo,17.28,7.2,0.0,0.0,0.0,0.0,KeinPool,KeinZaun,Verbund,2017.0,GAu,3.0,78.3,Du,Du,J,Keine,0.0,11,2017,Neu,Unfertig,211565.0
1123,WN,Ginnhei,Norm,Norm,80,1Fam,GSto,2001,2002,7,5,EGWA,970.56,UR1,Ebn,San,2St,20.684476534296028,Pfla,BetonGeg,ZiegGla,6.84,Hartfas,Hartfas,Giebel,VerbSch,Gu,Du,Gu,Ty,Ke,NAu,0.0,NAu,0.0,34.56,34.56,0.0,0.0,132.48,72.18,60.3,0.0,7,Typ,2,1,3,1,Gu,1,Du,GasWO,Gu,J,SLSRo,14.76,0.0,0.0,0.0,0.0,0.0,KeinPool,KeinZaun,Verbund,2001.0,GAu,2.0,36.18,Du,Du,J,Keine,0.0,5,2017,GarK,Normal,136000.0
1124,WN,Westend,EbOA,Norm,20,1Fam,1Sto,2013,2014,5,5,EGWA,1120.5,Reg,Ebn,San,Inn,18.0,Pfla,BetonGeg,ZiegGla,11.34,Vinyl,Vinyl,Giebel,VerbSch,Gu,Du,Gu,Ty,Ke,GWR,65.61,NAu,0.0,32.85,98.46,1.0,0.0,98.46,98.46,0.0,0.0,6,Typ,1,0,3,1,Gu,0,KeineKamine,GasWO,Ag,J,SLSRo,0.0,0.0,0.0,0.0,0.0,0.0,KeinPool,KeinZaun,Abgetr,2014.0,NAu,2.0,51.84,Du,Du,J,Keine,0.0,5,2017,GarK,Normal,126650.0
1125,WN,Ginnhei,Norm,Norm,60,1Fam,2Sto,2014,2014,7,5,EGWA,911.25,UR1,Ebn,San,Inn,18.3,Pfla,BetonGeg,Kein,0.0,Vinyl,Vinyl,Giebel,VerbSch,Gu,Du,Gu,Ty,Mn,NAu,0.0,NAu,0.0,76.14,76.14,0.0,0.0,143.46,76.14,67.32,0.0,7,Typ,2,1,3,1,Gu,1,Gu,GasWO,Ag,J,SLSRo,27.0,4.32,0.0,0.0,0.0,0.0,KeinPool,MnPrv,Verbund,2014.0,Aus,2.0,39.06,Du,Du,J,Keine,0.0,7,2019,GarK,Normal,166175.0
1126,WN,Nordend,Norm,Norm,60,1Fam,2Sto,1996,2001,7,6,EGWA,1848.96,UR1,Ebn,San,SG,13.8,Pfla,BetonSte,ZiegGla,11.07,Sperrho,Sperrho,Giebel,VerbSch,Du,Gu,Gu,Ty,Ke,NAu,0.0,NAu,0.0,71.19,71.19,0.0,0.0,188.37,111.24,77.13,0.0,7,Typ,2,1,3,1,Du,1,Du,GasWO,Gu,J,SLSRo,32.76,5.67,0.0,0.0,0.0,0.0,KeinPool,MnPrv,Verbund,1996.0,Aus,2.0,48.78,Du,Du,J,Keine,0.0,11,2018,GarK,Normal,182750.0
1127,WN,Sachsen,Norm,Norm,20,1Fam,1Sto,1971,1971,5,5,EGWA,817.11,UR1,Ebn,San,Inn,20.684476534296028,Pfla,BetonSte,Kein,0.0,Holz,Sperrho,Giebel,VerbSch,Du,Du,Ty,Ty,Ke,UWR,77.76,NAu,0.0,0.0,77.76,0.0,0.0,77.76,77.76,0.0,0.0,5,Typ,1,0,2,1,Du,0,KeineKamine,GasWO,Du,J,SLSRo,14.22,0.0,0.0,0.0,0.0,0.0,KeinPool,KeinZaun,Verbund,1971.0,NAu,1.0,39.6,Du,Du,J,Keine,0.0,7,2019,GarK,Normal,103700.0
1128,D,Schwanh,Norm,Norm,160,StHAb,2Sto,2010,2010,6,5,EGWA,190.53,Reg,Ebn,San,Inn,20.684476534296028,Pfla,BetonGeg,ZiegGla,41.04,Metall,Metall,Giebel,VerbSch,Gu,Du,Gu,Ty,Ke,GWR,39.24,NAu,0.0,28.8,68.04,0.0,0.0,137.25,69.21,68.04,0.0,5,Typ,2,1,3,1,Gu,1,Du,GasWO,Ag,J,SLSRo,0.0,0.0,0.0,0.0,0.0,0.0,KeinPool,KeinZaun,Abgetr,2010.0,NAu,2.0,39.6,Du,Du,J,Keine,0.0,6,2017,GarK,Normal,150450.0
1129,WN,Gallus,Norm,Norm,20,1Fam,1Sto,1978,1978,5,6,EGWA,903.96,UR1,Snk,San,SG,18.0,Pfla,BetonSte,Kein,0.0,Metall,Metall,Giebel,VerbSch,Du,Du,Gu,Ty,Gu,DWR,96.3,NAu,0.0,11.34,107.64,1.0,0.0,107.64,107.64,0.0,0.0,6,Typ,1,0,3,1,Du,0,KeineKamine,GasWO,Du,J,SLSRo,23.13,0.0,15.12,0.0,0.0,0.0,KeinPool,MnPrv,Verbund,1978.0,GAu,1.0,30.24,Du,Du,J,Keine,0.0,6,2020,GarK,Normal,122400.0
1130,WN,Westend,Norm,Norm,60,1Fam,2Sto,1996,1996,6,7,EGWA,924.66,UR1,Ebn,San,SG,20.684476534296028,Pfla,BetonSte,ZiegGla,12.69,Vinyl,Vinyl,Giebel,VerbSch,Du,Gu,Gu,Ty,Ke,DAR,29.79,NAu,0.0,31.05,60.84,0.0,0.0,126.0,62.82,63.18,0.0,6,Typ,2,1,3,1,Du,0,KeineKamine,GasWO,Du,J,SLSRo,0.0,4.32,0.0,0.0,0.0,0.0,KeinPool,KeinZaun,Verbund,1996.0,GAu,2.0,41.85,Du,Du,J,Keine,0.0,7,2019,GarK,Normal,137700.0
1131,WN,Nied,Norm,Norm,120,StHAb,1Sto,2016,2017,8,5,EGWA,561.6,Reg,Ebn,San,Inn,14.4,Pfla,BetonGeg,ZiegGla,17.64,Metall,Metall,Walm,VerbSch,Gu,Du,Gu,Ty,Ke,GWR,2.16,NAu,0.0,118.62,120.78,0.0,0.0,120.78,120.78,0.0,0.0,6,Typ,2,0,2,1,Gu,1,Gu,GasWO,Ag,J,SLSRo,0.0,3.15,0.0,0.0,0.0,0.0,KeinPool,KeinZaun,Verbund,2017.0,GAu,2.0,49.5,Du,Du,J,Keine,0.0,2,2018,GarK,Normal,186575.0
1132,WN,Gallus,Norm,Norm,20,1Fam,1Sto,1962,1962,5,7,EGWA,577.8,UR1,Ebn,San,Inn,17.1,Pfla,BetonGeg,Kein,0.0,Holz,Holz,Giebel,VerbSch,Du,Du,Ag,Gu,Mn,SQ,18.9,DWR,49.59,19.71,88.2,0.0,1.0,103.32,103.32,0.0,0.0,6,Typ,1,0,2,1,Du,0,KeineKamine,GasWO,Ar,J,SichDu,0.0,0.0,0.0,0.0,0.0,0.0,KeinPool,KeinZaun,Abgetr,1962.0,NAu,1.0,27.72,Du,Du,J,Keine,0.0,9,2016,GarK,Normal,104975.0
1133,WN,Riederw,Norm,Norm,50,1Fam,1.5V,1934,1960,5,6,EGWA,450.0,Reg,Ebn,San,Inn,15.0,Pfla,ZiegFli,Kein,0.0,ZiegMau,Holz,Giebel,VerbSch,Du,Du,Ty,Ty,Ke,SQ,19.62,NAu,0.0,72.72,92.34,0.0,0.0,152.19,92.34,59.85,0.0,6,Typ,2,0,3,1,Gu,1,Gu,GasWO,Du,J,SLSRo,0.0,0.0,21.78,0.0,0.0,0.0,KeinPool,KeinZaun,Abgetr,1934.0,NAu,1.0,27.72,Du,Du,J,Keine,0.0,5,2020,GarK,Normal,107950.0
1134,WN,Sindlin,Norm,Norm,120,StHAb,1Sto,2002,2002,8,5,EGWA,450.45,UR1,Hng,San,Inn,12.9,Pfla,BetonGeg,Kein,0.0,Hartfas,Hartfas,Giebel,VerbSch,Gu,Du,Gu,Ty,Ke,DWR,23.67,NAu,0.0,91.53,115.2,0.0,0.0,115.2,115.2,0.0,0.0,5,Typ,2,0,2,1,Gu,0,KeineKamine,GasWO,Ag,J,SLSRo,0.0,7.38,0.0,0.0,12.96,0.0,KeinPool,KeinZaun,Verbund,2002.0,GAu,2.0,45.54,Du,Du,J,Keine,0.0,1,2020,GarK,Normal,162775.0
1135,WN,Hausen,Norm,Norm,80,1Fam,GSto,1987,1987,6,6,EGWA,889.2,Reg,Ebn,San,Inn,22.8,Pfla,BetonSte,Kein,0.0,Sperrho,Sperrho,Giebel,VerbSch,Du,Du,Ty,Ty,Du,DWR,46.98,NAu,0.0,51.66,98.64,1.0,0.0,100.62,100.62,0.0,0.0,6,Typ,1,0,3,1,Du,1,Sc,GasWO,Du,J,SLSRo,18.27,0.0,0.0,0.0,0.0,51.84,Gu,GuPrv,Verbund,1987.0,Aus,1.0,32.22,Du,Du,J,Keine,0.0,7,2018,GarK,Normal,145350.0
1136,WN,Westend,Norm,Norm,90,DopH,1Sto,1989,1989,5,5,EGWA,631.62,Reg,Erh,San,Inn,19.2,Pfla,Platten,Kein,0.0,Sperrho,Sperrho,Giebel,VerbSch,Du,Du,KeinKeller,KeinKeller,KeinKeller,KeinKeller,0.0,KeinKeller,0.0,0.0,0.0,0.0,0.0,138.15,138.15,0.0,0.0,8,Typ,2,0,4,2,Du,0,KeineKamine,GasWO,Du,J,SLSRo,0.0,0.0,0.0,0.0,0.0,0.0,KeinPool,KeinZaun,Verbund,1989.0,NAu,2.0,36.0,Du,Du,J,Keine,0.0,6,2019,GarK,Zuweis,101029.3
1137,WN,Höchst,Norm,Norm,60,1Fam,2Sto,1978,1978,6,6,EGWA,1170.0,Reg,Ebn,San,Eck,30.0,Pfla,BetonSte,ZiegGla,51.84,Vinyl,Vinyl,Giebel,VerbSch,Du,Gu,Gu,Ty,Ke,DAR,40.32,NAu,0.0,40.32,80.64,0.0,0.0,192.78,106.38,86.4,0.0,8,Typ,2,1,4,1,Gu,1,Gu,GasWO,Du,J,SLSRo,0.0,6.48,0.0,0.0,22.68,0.0,KeinPool,KeinZaun,Verbund,1978.0,Aus,1.0,45.81,Du,Du,J,Keine,0.0,6,2019,GarK,Normal,164475.0
1138,WN,Höchst,Norm,Norm,20,1Fam,1Sto,1966,1966,5,6,EGWA,617.4,UR1,Ebn,San,Inn,19.5,Pfla,BetonSte,ZiegAlg,4.86,Holz,Holz,Giebel,VerbSch,Du,Du,Ty,Ty,Ke,GWR,81.72,NAu,0.0,9.0,90.72,1.0,0.0,90.72,90.72,0.0,0.0,6,Typ,1,0,3,1,Ar,0,KeineKamine,GasWO,Ag,J,SLSRo,0.0,0.0,0.0,0.0,0.0,0.0,KeinPool,KeinZaun,Abgetr,1974.0,NAu,1.0,27.72,Du,Du,J,Keine,0.0,12,2017,GarK,Normal,111350.0
1139,WN,Ginnhei,Zubr,Norm,20,1Fam,1Sto,1962,1962,6,2,Unbekannt,2809.8,UR1,Erh,San,2St,20.684476534296028,Pfla,BetonSte,Kein,0.0,ZiegMau,ZiegGla,Walm,VerbSch,Du,Du,Ty,Ty,Ke,NAu,0.0,NAu,0.0,146.88,146.88,0.0,0.0,132.66,132.66,0.0,0.0,7,Ger2,1,0,3,1,Du,2,Gu,GasWO,Du,J,SichDu,0.0,0.0,12.96,0.0,0.0,0.0,KeinPool,KeinZaun,Verbund,1962.0,NAu,2.0,44.55,Du,Du,J,Schu,637.5,5,2018,GarK,Normal,97750.0
1140,WN,Westend,Norm,Norm,60,1Fam,2Sto,1998,1999,7,5,EGWA,1292.76,UR1,Snk,Mit,Inn,20.684476534296028,Pfla,BetonSte,ZiegGla,11.52,Sperrho,Sperrho,Giebel,VerbSch,Gu,Du,Gu,Ty,Gu,GWR,95.85,NAu,0.0,8.28,104.13,1.0,0.0,185.58,106.2,79.38,0.0,7,Typ,2,1,3,1,Du,1,Gu,GasWO,Ag,J,SLSRo,5.4,4.95,0.0,0.0,13.86,0.0,KeinPool,KeinZaun,Verbund,1998.0,Aus,2.0,40.86,Du,Du,J,Keine,0.0,4,2017,GarK,Normal,235450.0
1141,WN,Gallus,Zubr,Norm,60,1Fam,2Sto,2018,2018,10,5,EGWA,5749.83,IR3,Erh,San,Eck,93.9,Pfla,BetonGeg,Stein,71.64,Stuck,Stuck,Walm,TonFli,Ag,Du,Ag,Ty,Gu,GWR,507.96,NAu,0.0,41.94,549.9,2.0,0.0,507.78,422.28,85.5,0.0,12,Typ,2,1,3,1,Ag,3,Gu,GasWO,Ag,J,SLSRo,19.26,26.28,0.0,0.0,0.0,43.2,Gu,KeinZaun,Verbund,2018.0,Aus,2.0,127.62,Du,Du,J,Keine,0.0,1,2018,Neu,Unfertig,136000.0
1142,WN,Gallus,Norm,Norm,20,1Fam,1Sto,1966,1966,5,6,EGWA,861.39,Reg,Ebn,San,Inn,20.4,Pfla,BetonSte,Kein,0.0,Holz,Holz,Walm,VerbSch,Du,Du,Ty,Ty,Du,DAR,78.3,NAu,0.0,57.51,135.81,1.0,0.0,135.81,135.81,0.0,0.0,6,Typ,1,0,3,1,Gu,1,Du,GasWO,Du,J,SichDu,14.22,0.0,0.0,0.0,51.84,0.0,KeinPool,MnPrv,Verbund,1966.0,NAu,1.0,28.98,Du,Du,J,Keine,0.0,7,2018,GarK,Normal,135915.0
1143,WN,Nied,Norm,Norm,160,StHAb,2Sto,2013,2014,7,5,EGWA,220.32,Reg,Ebn,San,Inn,10.8,Pfla,BetonGeg,Stein,9.54,Vinyl,HolzSch,Giebel,VerbSch,Gu,Du,Gu,Ty,Ke,GWR,51.57,NAu,0.0,17.19,68.76,1.0,0.0,146.34,68.76,77.58,0.0,6,Typ,2,1,2,1,Gu,0,KeineKamine,GasWO,Ag,J,SLSRo,0.0,2.43,0.0,0.0,0.0,0.0,KeinPool,KeinZaun,Eingeb,2013.0,GAu,2.0,42.66,Du,Du,J,Keine,0.0,10,2018,GarK,Normal,130900.0
1144,WN,Dornbus,Norm,Norm,50,1Fam,1.5V,1927,1960,5,3,EGWA,956.88,UR1,Ebn,San,Inn,21.6,Pfla,ZiegFli,Kein,0.0,Holz,Holz,Giebel,VerbSch,Du,Du,Gu,Ar,Ke,NAu,0.0,NAu,0.0,62.01,62.01,0.0,0.0,110.16,65.25,44.91,0.0,6,Mit,1,1,3,1,Unbekannt,0,KeineKamine,GasWO,Gu,N,SLSRo,0.0,0.0,22.32,0.0,0.0,0.0,KeinPool,KeinZaun,Abgetr,1927.0,NAu,1.0,16.2,Ar,Ar,N,Keine,0.0,1,2020,GeBU,Normal,91375.0
1145,WN,Bornhei,Norm,Norm,50,1Fam,1.5V,1925,2014,6,4,EGWA,822.96,Reg,Ebn,San,Inn,18.0,Pfla,ZiegFli,Kein,0.0,Vinyl,Vinyl,Giebel,VerbSch,Du,Gu,Ty,Ty,Ke,NAu,0.0,NAu,0.0,72.9,72.9,0.0,0.0,154.44,105.3,49.14,0.0,8,Typ,2,0,4,1,Gu,0,KeineKamine,GasWO,Ag,J,SLSRo,0.0,17.55,0.0,0.0,0.0,0.0,KeinPool,KeinZaun,Abgetr,1980.0,NAu,2.0,60.48,Du,Du,J,Keine,0.0,3,2018,GarK,Normal,138125.0
1146,WN,Höchst,Norm,Norm,85,1Fam,GFoy,1976,2018,6,8,EGWA,1024.2,UR1,Ebn,San,Inn,22.5,Pfla,BetonSte,ZiegGla,19.44,Hartfas,Hartfas,Giebel,VerbSch,Du,Du,Ty,Ty,Gu,GWR,84.96,NAu,0.0,12.24,97.2,1.0,0.0,101.52,101.52,0.0,0.0,5,Typ,1,0,2,1,Gu,1,Gu,GasWO,Gu,J,SLSRo,21.42,0.0,0.0,0.0,0.0,0.0,KeinPool,KeinZaun,Verbund,1976.0,NAu,1.0,28.35,Du,Du,J,Schu,1275.0,1,2020,GarK,Normal,151300.0
1147,WN,Gallus,Norm,Norm,20,1Fam,1Sto,1966,1966,4,3,EGWA,803.34,UR1,Ebn,San,Eck,20.684476534296028,Pfla,BetonSte,Kein,0.0,AsbeSch,AsbeSch,Giebel,VerbSch,Du,Du,Ty,Ty,Ke,NAu,0.0,NAu,0.0,60.48,60.48,0.0,0.0,86.4,86.4,0.0,0.0,5,Typ,1,0,3,1,Du,0,KeineKamine,GasWO,Ag,J,SichDu,5.76,0.0,0.0,0.0,14.4,0.0,KeinPool,MnPrv,Tiefgar,1966.0,NAu,1.0,25.92,Du,Du,J,Keine,0.0,10,2019,GeBU,Abnormal,95200.0
1148,WN,Westend,Norm,Norm,20,1Fam,1Sto,2004,2008,6,5,EGWA,731.25,Reg,Ebn,San,Inn,19.5,Pfla,BetonGeg,ZiegGla,23.22,Hartfas,Hartfas,Giebel,VerbSch,Du,Du,Gu,Ty,Ke,GWR,102.42,NAu,0.0,24.3,126.72,1.0,0.0,151.11,151.11,0.0,0.0,7,Typ,2,0,3,1,Gu,1,Ar,GasWO,Ag,J,SLSRo,20.16,3.78,0.0,0.0,0.0,0.0,KeinPool,KeinZaun,Verbund,2004.0,GAu,2.0,51.75,Du,Du,J,Keine,0.0,10,2018,GarK,Normal,164475.0
1149,WM,Altstad,Norm,Norm,190,2FamU,2Sto,1910,1960,5,5,EGWA,1224.0,Reg,Ebn,San,Inn,25.5,Pfla,ZiegFli,Kein,0.0,Holz,Holz,Giebel,VerbSch,Du,Du,Ty,Ty,Ke,NAu,0.0,NAu,0.0,59.58,59.58,0.0,0.0,210.33,127.98,82.35,0.0,10,Ger2,2,0,5,2,Du,0,KeineKamine,GasWO,Du,N,SLSRo,0.0,5.13,0.0,0.0,0.0,0.0,KeinPool,KeinZaun,Abgetr,1955.0,NAu,2.0,50.4,Du,Du,J,Keine,0.0,9,2017,GarK,Normal,76500.0
1150,WN,Hochsch,Norm,Norm,60,1Fam,2Sto,2012,2012,8,5,EGWA,843.75,Reg,Ebn,San,Inn,20.684476534296028,Pfla,BetonGeg,ZiegGla,13.41,Vinyl,Vinyl,Giebel,VerbSch,Gu,Du,Gu,Ty,Ke,NAu,0.0,NAu,0.0,115.56,115.56,0.0,0.0,195.21,115.56,79.65,0.0,7,Typ,2,1,3,1,Gu,1,Gu,GasWO,Ag,J,SLSRo,17.28,7.83,0.0,0.0,0.0,0.0,KeinPool,KeinZaun,Verbund,2012.0,GAu,2.0,58.23,Du,Du,J,Keine,0.0,8,2017,GarK,Normal,194225.0
1151,WN,Höchst,Norm,Norm,20,1Fam,1Sto,1976,1976,5,6,EGWA,643.5,Reg,Ebn,San,Inn,19.5,Pfla,BetonSte,ZiegGla,4.68,Hartfas,Hartfas,Walm,VerbSch,Du,Du,Ty,Ty,Ke,UWR,65.25,NAu,0.0,23.67,88.92,1.0,0.0,88.92,88.92,0.0,0.0,5,Typ,1,0,3,1,Du,0,KeineKamine,GasWO,Du,J,SLSRo,0.0,0.0,0.0,0.0,0.0,0.0,KeinPool,KeinZaun,Abgetr,1984.0,NAu,1.0,32.4,Du,Du,J,Keine,0.0,11,2017,GarK,Normal,109862.5
1152,WN,Gallus,Norm,Norm,50,1Fam,2Sto,1920,2010,4,7,EGWA,1059.03,Reg,Ebn,San,Inn,21.0,Pfla,BetonSte,Kein,0.0,Metall,Hartfas,Giebel,VerbSch,Du,Du,Ar,Ty,Ke,NAu,0.0,NAu,0.0,50.4,50.4,0.0,0.0,121.14,71.64,49.5,0.0,6,Ger2,1,1,2,1,Du,0,KeineKamine,GasWO,Gu,N,SLSRo,15.12,2.16,0.0,0.0,0.0,0.0,KeinPool,GuHol,Abgetr,1960.0,NAu,1.0,34.56,Ar,Du,J,Keine,0.0,5,2017,GarK,Normal,95200.0
1153,WN,Sachsen,PosA,Norm,20,1Fam,1Sto,1966,2008,5,5,EGWA,1275.75,Reg,Erh,Mit,Inn,24.3,Pfla,BetonSte,Kein,0.0,ZiegMau,ZiegGla,Walm,VerbSch,Du,Du,Ty,Ty,Ke,DAR,34.74,DWR,46.98,29.88,111.6,1.0,0.0,123.75,123.75,0.0,0.0,6,Typ,1,0,3,1,Du,1,Gu,GasWO,Gu,J,SLSRo,0.0,0.0,0.0,0.0,0.0,0.0,KeinPool,KeinZaun,Verbund,1966.0,NAu,1.0,29.07,Du,Du,J,Keine,0.0,12,2017,GarK,Normal,158950.0
1154,WN,Nordend,Zubr,Norm,20,1Fam,1Sto,1973,1973,6,5,EGWA,881.1,Reg,Ebn,San,Inn,20.684476534296028,Pfla,BetonSte,ZiegGla,40.59,Hartfas,Hartfas,Walm,VerbSch,Du,Du,Ty,Ty,Ke,DWR,51.21,DAR,7.29,61.02,119.52,1.0,0.0,119.52,119.52,0.0,0.0,6,Typ,1,1,3,1,Du,2,Gu,GasWO,Du,J,SLSRo,0.0,2.34,0.0,0.0,0.0,0.0,KeinPool,KeinZaun,Verbund,1973.0,NAu,2.0,47.52,Du,Du,J,Keine,0.0,6,2020,GarK,Normal,121550.0
1155,WN,Ginnhei,EbNA,Norm,60,1Fam,2Sto,2016,2016,7,5,EGWA,921.33,Reg,Ebn,San,Inn,19.5,Pfla,BetonGeg,Kein,0.0,Vinyl,Vinyl,Giebel,VerbSch,Gu,Du,Gu,Ty,Ke,NAu,0.0,NAu,0.0,66.42,66.42,0.0,0.0,134.28,66.42,67.86,0.0,8,Typ,2,1,3,1,Gu,0,KeineKamine,GasWO,Ag,J,SLSRo,0.0,2.88,0.0,0.0,0.0,0.0,KeinPool,KeinZaun,Verbund,2016.0,Aus,2.0,39.6,Du,Du,J,Keine,0.0,9,2016,Neu,Unfertig,144487.25
1156,WN,Nordend,Norm,Norm,85,1Fam,GFoy,1990,1990,6,6,EGWA,941.76,UR1,Ebn,San,3St,20.684476534296028,Pfla,BetonSte,ZiegGla,11.7,Hartfas,Hartfas,Giebel,VerbSch,Du,Du,Gu,Ty,Du,GWR,76.5,NAu,0.0,12.42,88.92,1.0,0.0,99.18,99.18,0.0,0.0,5,Typ,1,0,2,1,Du,1,Du,GasWO,Du,J,SLSRo,12.6,1.98,0.0,0.0,0.0,0.0,KeinPool,KeinZaun,Verbund,1990.0,GAu,2.0,52.38,Du,Du,J,Keine,0.0,6,2016,GarK,Normal,143650.0
1157,WM,Bornhei,Norm,Norm,45,1Fam,1.5U,1932,1960,5,6,EGWA,574.2,Reg,Ebn,San,Inn,17.4,Pfla,ZiegFli,Kein,0.0,Metall,Metall,Giebel,VerbSch,Du,Du,Ty,Ar,Ke,NAu,0.0,NAu,0.0,89.37,89.37,0.0,0.0,94.32,94.32,0.0,0.0,5,Typ,1,0,2,1,Du,1,Gu,GasWO,Du,J,SichDu,0.0,0.0,10.44,0.0,0.0,0.0,KeinPool,KeinZaun,Abgetr,1932.0,NAu,1.0,25.2,Du,Du,J,Keine,0.0,8,2016,GarK,Normal,96050.0
1158,WN,Höchst,Haup,Norm,50,1Fam,1.5V,1951,1960,5,5,EGWA,854.28,Reg,Ebn,San,Inn,23.7,Pfla,BetonSte,Kein,0.0,HolzSch,HolzSch,Giebel,VerbSch,Du,Du,Ty,Ty,Ke,DAR,33.12,UWR,3.69,32.31,69.12,1.0,0.0,123.84,87.12,36.72,0.0,6,Typ,1,0,3,1,Du,1,Gu,GasWO,Du,J,SLSRo,0.0,0.0,0.0,0.0,0.0,0.0,KeinPool,KeinZaun,Verbund,1951.0,NAu,1.0,21.6,Du,Du,J,Keine,0.0,4,2017,GarK,Normal,89250.0
1159,WN,Altstad,Norm,Norm,190,2FamU,2Sto,1910,2010,4,7,EGWA,972.0,Reg,Ebn,San,Inn,18.0,Pfla,ZiegFli,Kein,0.0,Metall,Metall,Giebel,VerbSch,Du,Du,KeinKeller,KeinKeller,KeinKeller,KeinKeller,0.0,KeinKeller,0.0,0.0,0.0,0.0,0.0,116.46,62.46,54.0,0.0,7,Typ,2,0,3,2,Du,0,KeineKamine,GasWO,Du,N,SichDu,19.8,10.26,18.9,0.0,0.0,0.0,KeinPool,KeinZaun,KeineGarage,0.0,KeineGarage,0.0,0.0,KeineGarage,KeineGarage,N,Keine,0.0,8,2018,GarK,Normal,90312.5
1160,WN,Hochsch,Norm,Norm,20,1Fam,1Sto,2012,2013,8,5,EGWA,1150.38,Reg,Ebn,San,Inn,20.684476534296028,Pfla,BetonGeg,ZiegGla,14.76,Hartfas,Hartfas,Walm,VerbSch,Gu,Du,Ag,Ty,Gu,GWR,122.4,NAu,0.0,41.58,163.98,1.0,0.0,164.52,164.52,0.0,0.0,7,Typ,2,0,3,1,Gu,1,Gu,GasWO,Ag,J,SLSRo,17.46,12.96,0.0,0.0,0.0,0.0,KeinPool,KeinZaun,Verbund,2012.0,Aus,2.0,47.07,Du,Du,J,Keine,0.0,6,2019,GarK,Normal,237575.0
1161,WN,Hochsch,Norm,Norm,20,1Fam,1Sto,1985,1985,5,6,EGWA,719.1,UR1,Ebn,San,Inn,26.4,Pfla,BetonSte,Kein,0.0,Hartfas,Hartfas,Walm,VerbSch,Du,Du,Gu,Ty,Ke,NAu,0.0,NAu,0.0,83.16,83.16,0.0,0.0,83.16,83.16,0.0,0.0,5,Typ,1,0,3,1,Du,0,KeineKamine,GasWO,Du,J,SLSRo,0.0,0.0,0.0,0.0,0.0,0.0,KeinPool,MnPrv,Abgetr,1991.0,NAu,1.0,25.2,Du,Du,J,Keine,0.0,4,2018,GarK,Normal,93500.0
1162,WM,Altstad,Norm,Norm,20,2FamU,1Sto,1963,1963,4,4,EGWA,540.0,Reg,Erh,Mit,Inn,18.0,Pfla,BetonSte,Kein,0.0,Metall,Metall,Giebel,VerbSch,Ar,Du,Ar,Ty,Ke,NAu,0.0,NAu,0.0,84.24,84.24,0.0,0.0,84.24,84.24,0.0,0.0,4,Ger2,1,0,2,1,Du,0,KeineKamine,GasWO,Du,N,SLSRo,0.0,2.88,10.08,0.0,0.0,0.0,KeinPool,KeinZaun,Abgetr,1984.0,NAu,2.0,51.84,Du,Du,J,Keine,0.0,2,2019,GarK,Normal,79050.0
